trial_id,enrollment_speaker_id,enrollment_audio_id,test_speaker_id,test_audio_id,trial_type,same_speaker,same_gender,label,trial_class,xvector_cosine_score
trial_004789,M_30,CMPL_M_30_10ALX_00103,M_04,CMPL_M_04_02ANG_00491,impostor,False,True,0,impostor,0.8850734233856201
trial_004790,M_36,CMPL_M_36_04MAB_00006,M_36,CMPL_M_36_04MAB_00031,genuine,True,True,1,genuine,0.9731156826019287
trial_004791,M_01,CMPL_M_01_13ANG_01532,M_01,CMPL_M_01_10ANG_01078,genuine,True,True,1,genuine,0.8972516655921936
trial_004792,F_12,CMPL_F_12_06CAR_00056,F_12,CMPL_F_12_06CAR_00036,genuine,True,True,1,genuine,0.9792779684066772
trial_004793,F_07,CMPL_F_07_04ALX_00020,F_07,CMPL_F_07_04ALX_00029,genuine,True,True,1,genuine,0.9503263831138611
trial_004794,M_03,CMPL_M_03_08MAB_00709,M_03,CMPL_M_03_08MAB_00691,genuine,True,True,1,genuine,0.9902808666229248
trial_004795,M_09,CMPL_M_09_09ALX_00358,M_09,CMPL_M_09_08MAB_00248,genuine,True,True,1,genuine,0.9025965929031372
trial_004796,F_06,CMPL_F_06_13MAB_00049,F_06,CMPL_F_06_13MAB_00004,genuine,True,True,1,genuine,0.9629353880882263
trial_004797,M_29,CMPL_M_29_12ALX_00011,M_02,CMPL_M_02_03ANG_00031,impostor,False,True,0,impostor,0.8758290410041809
trial_004798,M_17,CMPL_M_17_07ANG_00057,M_13,CMPL_M_13_12MAB_00163,impostor,False,True,0,impostor,0.9220448136329651
trial_004799,F_17,CMPL_F_17_08CAR_00071,F_25,CMPL_F_25_03ANG_00016,impostor,False,True,0,impostor,0.9014278650283813
trial_004800,M_07,CMPL_M_07_01MAB_00315,M_41,CMPL_M_41_14MAB_00065,impostor,False,True,0,impostor,0.9339808821678162
trial_004801,M_01,CMPL_M_01_13ANG_01532,M_01,CMPL_M_01_14ALX_01604,genuine,True,True,1,genuine,0.9121252298355103
trial_004802,M_34,CMPL_M_34_09ALX_00048,M_28,CMPL_M_28_12ANG_00118,impostor,False,True,0,impostor,0.9037014245986938
trial_004803,M_36,CMPL_M_36_04MAB_00006,M_12,CMPL_M_12_10ALX_00271,impostor,False,True,0,impostor,0.9100636839866638
trial_004804,F_11,CMPL_F_11_06ANG_00030,F_11,CMPL_F_11_06ANG_00024,genuine,True,True,1,genuine,0.9720147252082825
trial_004805,M_52,CMPL_M_52_13ALX_00005,M_01,CMPL_M_01_13ANG_01249,impostor,False,True,0,impostor,0.9350600838661194
trial_004806,M_14,CMPL_M_14_06ANG_00222,M_01,CMPL_M_01_13ANG_01253,impostor,False,True,0,impostor,0.9189262986183167
trial_004807,M_20,CMPL_M_20_08ALX_00016,M_20,CMPL_M_20_08ALX_00090,genuine,True,True,1,genuine,0.943519651889801
trial_004808,M_28,CMPL_M_28_12ANG_00055,M_28,CMPL_M_28_12ANG_00120,genuine,True,True,1,genuine,0.9704030752182007
trial_004809,M_04,CMPL_M_04_02ANG_00433,M_04,CMPL_M_04_02ALX_00053,genuine,True,True,1,genuine,0.9233520030975342
trial_004810,M_42,CMPL_M_42_06ALX_00060,M_07,CMPL_M_07_07MAB_00457,impostor,False,True,0,impostor,0.8890787959098816
trial_004811,M_52,CMPL_M_52_13ALX_00005,M_10,CMPL_M_10_09ANG_00353,impostor,False,True,0,impostor,0.892305850982666
trial_004812,M_08,CMPL_M_08_14ANG_00112,M_08,CMPL_M_08_14ANG_00148,genuine,True,True,1,genuine,0.9395869970321655
trial_004813,M_27,CMPL_M_27_05MAB_00052,M_04,CMPL_M_04_02ALX_00022,impostor,False,True,0,impostor,0.8870479464530945
trial_004814,M_23,CMPL_M_23_01ALX_00103,M_23,CMPL_M_23_01ALX_00029,genuine,True,True,1,genuine,0.9647648334503174
trial_004815,M_21,CMPL_M_21_11MAB_00178,M_21,CMPL_M_21_11MAB_00156,genuine,True,True,1,genuine,0.9629808664321899
trial_004816,F_01,CMPL_F_01_12MAB_00651,F_01,CMPL_F_01_12ANG_00603,genuine,True,True,1,genuine,0.9308432340621948
trial_004817,F_18,CMPL_F_18_06MAB_00027,F_18,CMPL_F_18_06MAB_00023,genuine,True,True,1,genuine,0.9785647392272949
trial_004818,F_34,CMPL_F_34_12ALX_00013,F_01,CMPL_F_01_09ANG_00456,impostor,False,True,0,impostor,0.8914183378219604
trial_004819,M_01,CMPL_M_01_13ANG_01532,M_01,CMPL_M_01_03ANG_00022,genuine,True,True,1,genuine,0.9201655983924866
trial_004820,M_36,CMPL_M_36_04MAB_00006,M_36,CMPL_M_36_04MAB_00001,genuine,True,True,1,genuine,0.9723564386367798
trial_004821,M_02,CMPL_M_02_03ANG_00022,M_02,CMPL_M_02_03ANG_00083,genuine,True,True,1,genuine,0.9403127431869507
trial_004822,M_51,CMPL_M_51_14ALX_00006,M_51,CMPL_M_51_14ALX_00007,genuine,True,True,1,genuine,0.9707330465316772
trial_004823,M_32,CMPL_M_32_03MAB_00021,M_08,CMPL_M_08_14ANG_00385,impostor,False,True,0,impostor,0.8837594985961914
trial_004824,M_07,CMPL_M_07_01MAB_00315,M_07,CMPL_M_07_07MAB_00372,genuine,True,True,1,genuine,0.9091594219207764
trial_004825,M_29,CMPL_M_29_12ALX_00011,M_01,CMPL_M_01_14ALX_01611,impostor,False,True,0,impostor,0.8525601625442505
trial_004826,M_07,CMPL_M_07_01MAB_00315,M_07,CMPL_M_07_01ANG_00218,genuine,True,True,1,genuine,0.9366415143013
trial_004827,F_02,CMPL_F_02_02MAB_00241,F_02,CMPL_F_02_02MAB_00337,genuine,True,True,1,genuine,0.9485552310943604
trial_004828,M_31,CMPL_M_31_11MAB_00120,M_31,CMPL_M_31_11MAB_00046,genuine,True,True,1,genuine,0.9851704835891724
trial_004829,M_17,CMPL_M_17_07ANG_00057,M_01,CMPL_M_01_14ALX_01735,impostor,False,True,0,impostor,0.8759187459945679
trial_004830,M_44,CMPL_M_44_14MAB_00035,M_12,CMPL_M_12_08ANG_00167,impostor,False,True,0,impostor,0.8916135430335999
trial_004831,M_22,CMPL_M_22_15ALX_00121,M_08,CMPL_M_08_14ANG_00464,impostor,False,True,0,impostor,0.91300368309021
trial_004832,F_29,CMPL_F_29_06CAR_00012,F_03,CMPL_F_03_09MAB_00051,impostor,False,True,0,impostor,0.9412385821342468
trial_004833,F_34,CMPL_F_34_12ALX_00013,F_10,CMPL_F_10_13ALX_00039,impostor,False,True,0,impostor,0.9137152433395386
trial_004834,M_06,CMPL_M_06_11ANG_00272,M_06,CMPL_M_06_11ANG_00387,genuine,True,True,1,genuine,0.9144713878631592
trial_004835,M_09,CMPL_M_09_09ALX_00358,M_23,CMPL_M_23_01ALX_00097,impostor,False,True,0,impostor,0.9036409258842468
trial_004836,F_06,CMPL_F_06_13MAB_00049,F_06,CMPL_F_06_13MAB_00138,genuine,True,True,1,genuine,0.9729768633842468
trial_004837,M_51,CMPL_M_51_14ALX_00006,M_33,CMPL_M_33_09ANG_00004,impostor,False,True,0,impostor,0.8316673040390015
trial_004838,M_25,CMPL_M_25_06ANG_00125,M_16,CMPL_M_16_04MAB_00226,impostor,False,True,0,impostor,0.9139525890350342
trial_004839,M_04,CMPL_M_04_02ANG_00433,M_03,CMPL_M_03_01MAB_00383,impostor,False,True,0,impostor,0.9180755615234375
trial_004840,F_10,CMPL_F_10_13ALX_00070,F_02,CMPL_F_02_02MAB_00235,impostor,False,True,0,impostor,0.9256842136383057
trial_004841,M_01,CMPL_M_01_13ANG_01532,M_01,CMPL_M_01_04ANG_00473,genuine,True,True,1,genuine,0.910486102104187
trial_004842,F_03,CMPL_F_03_09MAB_00142,F_03,CMPL_F_03_09MAB_00331,genuine,True,True,1,genuine,0.9836578965187073
trial_004843,M_33,CMPL_M_33_09ANG_00068,M_03,CMPL_M_03_08MAB_00726,impostor,False,True,0,impostor,0.9119128584861755
trial_004844,M_21,CMPL_M_21_11MAB_00178,M_07,CMPL_M_07_01ANG_00083,impostor,False,True,0,impostor,0.8492590188980103
trial_004845,M_15,CMPL_M_15_08ANG_00211,M_16,CMPL_M_16_04MAB_00187,impostor,False,True,0,impostor,0.8962802886962891
trial_004846,F_22,CMPL_F_22_06ALX_00053,F_22,CMPL_F_22_06ALX_00057,genuine,True,True,1,genuine,0.958915650844574
trial_004847,M_15,CMPL_M_15_08ANG_00211,M_15,CMPL_M_15_08ANG_00023,genuine,True,True,1,genuine,0.9409008026123047
trial_004848,M_24,CMPL_M_24_07ANG_00018,M_01,CMPL_M_01_04ANG_00572,impostor,False,True,0,impostor,0.8975430727005005
trial_004849,F_06,CMPL_F_06_13MAB_00049,F_22,CMPL_F_22_06ALX_00001,impostor,False,True,0,impostor,0.9096071720123291
trial_004850,F_34,CMPL_F_34_12ALX_00013,F_21,CMPL_F_21_13ANG_00023,impostor,False,True,0,impostor,0.9184627532958984
trial_004851,M_39,CMPL_M_39_06MAB_00047,M_39,CMPL_M_39_06MAB_00051,genuine,True,True,1,genuine,0.9817131161689758
trial_004852,M_08,CMPL_M_08_14ANG_00112,M_08,CMPL_M_08_14ANG_00135,genuine,True,True,1,genuine,0.9634516835212708
trial_004853,M_20,CMPL_M_20_08ALX_00016,M_20,CMPL_M_20_08ALX_00034,genuine,True,True,1,genuine,0.9557390213012695
trial_004854,F_23,CMPL_F_23_02CAR_00050,F_14,CMPL_F_14_06MAB_00066,impostor,False,True,0,impostor,0.922624945640564
trial_004855,M_31,CMPL_M_31_11MAB_00120,M_31,CMPL_M_31_11MAB_00052,genuine,True,True,1,genuine,0.980885922908783
trial_004856,F_09,CMPL_F_09_06ANG_00100,F_09,CMPL_F_09_06ANG_00008,genuine,True,True,1,genuine,0.9535475373268127
trial_004857,F_02,CMPL_F_02_02MAB_00241,F_02,CMPL_F_02_02MAB_00318,genuine,True,True,1,genuine,0.9368724822998047
trial_004858,M_16,CMPL_M_16_03ALX_00105,M_16,CMPL_M_16_04MAB_00166,genuine,True,True,1,genuine,0.9606640934944153
trial_004859,M_05,CMPL_M_05_05ANG_00380,M_05,CMPL_M_05_05ANG_00302,genuine,True,True,1,genuine,0.9307394027709961
trial_004860,F_16,CMPL_F_16_03MAB_00082,F_02,CMPL_F_02_02MAB_00346,impostor,False,True,0,impostor,0.9081070423126221
trial_004861,M_15,CMPL_M_15_08ANG_00211,M_15,CMPL_M_15_08ANG_00008,genuine,True,True,1,genuine,0.938248872756958
trial_004862,F_26,CMPL_F_26_14MAB_00029,F_02,CMPL_F_02_02MAB_00332,impostor,False,True,0,impostor,0.9315717220306396
trial_004863,F_25,CMPL_F_25_03ANG_00011,F_18,CMPL_F_18_06MAB_00063,impostor,False,True,0,impostor,0.9280278086662292
trial_004864,F_15,CMPL_F_15_06ANG_00085,F_03,CMPL_F_03_09MAB_00056,impostor,False,True,0,impostor,0.8828152418136597
trial_004865,M_37,CMPL_M_37_14MAB_00049,M_37,CMPL_M_37_14MAB_00034,genuine,True,True,1,genuine,0.9766316413879395
trial_004866,M_13,CMPL_M_13_12MAB_00080,M_32,CMPL_M_32_03MAB_00030,impostor,False,True,0,impostor,0.8058838248252869
trial_004867,M_11,CMPL_M_11_07ANG_00036,M_11,CMPL_M_11_07ANG_00288,genuine,True,True,1,genuine,0.9579603672027588
trial_004868,M_49,CMPL_M_49_07ALX_00007,M_31,CMPL_M_31_11MAB_00064,impostor,False,True,0,impostor,0.8254045844078064
trial_004869,M_26,CMPL_M_26_03ALX_00015,M_13,CMPL_M_13_12MAB_00269,impostor,False,True,0,impostor,0.8495579957962036
trial_004870,M_07,CMPL_M_07_01MAB_00315,M_17,CMPL_M_17_10MAB_00135,impostor,False,True,0,impostor,0.9090048670768738
trial_004871,F_07,CMPL_F_07_04ALX_00020,F_07,CMPL_F_07_10MAB_00096,genuine,True,True,1,genuine,0.9378887414932251
trial_004872,M_12,CMPL_M_12_08ANG_00113,M_12,CMPL_M_12_10ALX_00265,genuine,True,True,1,genuine,0.9428197145462036
trial_004873,F_12,CMPL_F_12_06CAR_00056,F_12,CMPL_F_12_06CAR_00064,genuine,True,True,1,genuine,0.9861458539962769
trial_004874,M_34,CMPL_M_34_09ALX_00048,M_34,CMPL_M_34_09ALX_00095,genuine,True,True,1,genuine,0.9427239298820496
trial_004875,M_36,CMPL_M_36_04MAB_00006,M_36,CMPL_M_36_04MAB_00047,genuine,True,True,1,genuine,0.9724575281143188
trial_004876,M_01,CMPL_M_01_13ANG_01532,M_01,CMPL_M_01_10ANG_01136,genuine,True,True,1,genuine,0.944482147693634
trial_004877,M_14,CMPL_M_14_06ANG_00222,M_14,CMPL_M_14_06ANG_00150,genuine,True,True,1,genuine,0.9514229893684387
trial_004878,M_02,CMPL_M_02_03ANG_00022,M_02,CMPL_M_02_10ANG_00682,genuine,True,True,1,genuine,0.793048620223999
trial_004879,M_10,CMPL_M_10_09ANG_00243,M_10,CMPL_M_10_09ANG_00049,genuine,True,True,1,genuine,0.9271726012229919
trial_004880,M_46,CMPL_M_46_04MAB_00011,M_24,CMPL_M_24_04ALX_00011,impostor,False,True,0,impostor,0.908707857131958
trial_004881,F_23,CMPL_F_23_02CAR_00050,F_16,CMPL_F_16_03MAB_00010,impostor,False,True,0,impostor,0.9368630647659302
trial_004882,F_02,CMPL_F_02_02MAB_00241,F_02,CMPL_F_02_02MAB_00355,genuine,True,True,1,genuine,0.965807318687439
trial_004883,M_22,CMPL_M_22_15ALX_00121,M_07,CMPL_M_07_01ANG_00200,impostor,False,True,0,impostor,0.8638136386871338
trial_004884,F_16,CMPL_F_16_03MAB_00082,F_09,CMPL_F_09_06ANG_00097,impostor,False,True,0,impostor,0.9074482917785645
trial_004885,M_01,CMPL_M_01_13ANG_01532,M_01,CMPL_M_01_03ANG_00289,genuine,True,True,1,genuine,0.9423529505729675
trial_004886,M_21,CMPL_M_21_11MAB_00178,M_01,CMPL_M_01_13ANG_01403,impostor,False,True,0,impostor,0.8857752084732056
trial_004887,M_11,CMPL_M_11_07ANG_00036,M_11,CMPL_M_11_07ANG_00055,genuine,True,True,1,genuine,0.959750235080719
trial_004888,F_02,CMPL_F_02_02MAB_00241,F_02,CMPL_F_02_02MAB_00098,genuine,True,True,1,genuine,0.9707207083702087
trial_004889,M_20,CMPL_M_20_08ALX_00016,M_20,CMPL_M_20_08ALX_00137,genuine,True,True,1,genuine,0.9258756637573242
trial_004890,M_52,CMPL_M_52_13ALX_00005,M_08,CMPL_M_08_14ANG_00281,impostor,False,True,0,impostor,0.900483250617981
trial_004891,M_21,CMPL_M_21_11MAB_00178,M_21,CMPL_M_21_11MAB_00131,genuine,True,True,1,genuine,0.9727628231048584
trial_004892,M_53,CMPL_M_53_05MAB_00004,M_09,CMPL_M_09_09MAB_00375,impostor,False,True,0,impostor,0.8964847326278687
trial_004893,M_03,CMPL_M_03_08MAB_00709,M_03,CMPL_M_03_07MAB_00577,genuine,True,True,1,genuine,0.9303252100944519
trial_004894,M_02,CMPL_M_02_03ANG_00022,M_02,CMPL_M_02_03ANG_00032,genuine,True,True,1,genuine,0.9581664800643921
trial_004895,F_12,CMPL_F_12_06CAR_00056,F_24,CMPL_F_24_03CAR_00007,impostor,False,True,0,impostor,0.9495972394943237
trial_004896,M_42,CMPL_M_42_06ALX_00060,M_42,CMPL_M_42_06ALX_00034,genuine,True,True,1,genuine,0.9198694229125977
trial_004897,M_12,CMPL_M_12_08ANG_00113,M_12,CMPL_M_12_10ALX_00273,genuine,True,True,1,genuine,0.9646756052970886
trial_004898,F_15,CMPL_F_15_06ANG_00085,F_17,CMPL_F_17_08CAR_00005,impostor,False,True,0,impostor,0.8780398964881897
trial_004899,F_16,CMPL_F_16_03MAB_00082,F_16,CMPL_F_16_03MAB_00001,genuine,True,True,1,genuine,0.9504156708717346
trial_004900,M_51,CMPL_M_51_14ALX_00006,M_03,CMPL_M_03_08MAB_00695,impostor,False,True,0,impostor,0.8778458833694458
trial_004901,M_04,CMPL_M_04_02ANG_00433,M_04,CMPL_M_04_02ANG_00432,genuine,True,True,1,genuine,0.9603146314620972
trial_004902,M_01,CMPL_M_01_13ANG_01532,M_01,CMPL_M_01_04MAB_00829,genuine,True,True,1,genuine,0.9192408919334412
trial_004903,F_17,CMPL_F_17_08CAR_00071,F_12,CMPL_F_12_06CAR_00052,impostor,False,True,0,impostor,0.8800614476203918
trial_004904,M_12,CMPL_M_12_08ANG_00113,M_12,CMPL_M_12_10ALX_00282,genuine,True,True,1,genuine,0.9344524145126343
trial_004905,F_01,CMPL_F_01_12MAB_00651,F_01,CMPL_F_01_14ANG_00888,genuine,True,True,1,genuine,0.9540359377861023
trial_004906,M_33,CMPL_M_33_09ANG_00068,M_19,CMPL_M_19_11ALX_00045,impostor,False,True,0,impostor,0.8361853361129761
trial_004907,F_01,CMPL_F_01_12MAB_00651,F_01,CMPL_F_01_12MAB_00698,genuine,True,True,1,genuine,0.9595010280609131
trial_004908,M_06,CMPL_M_06_11ANG_00272,M_08,CMPL_M_08_14ANG_00191,impostor,False,True,0,impostor,0.9015928506851196
trial_004909,F_12,CMPL_F_12_06CAR_00056,F_12,CMPL_F_12_06CAR_00052,genuine,True,True,1,genuine,0.9852442741394043
trial_004910,F_30,CMPL_F_30_04CAR_00018,F_30,CMPL_F_30_04CAR_00013,genuine,True,True,1,genuine,0.9749182462692261
trial_004911,F_23,CMPL_F_23_02CAR_00050,F_01,CMPL_F_01_11MAB_00518,impostor,False,True,0,impostor,0.9232960343360901
trial_004912,M_09,CMPL_M_09_09ALX_00358,M_09,CMPL_M_09_02ANG_00104,genuine,True,True,1,genuine,0.9340159296989441
trial_004913,M_14,CMPL_M_14_06ANG_00222,M_14,CMPL_M_14_06ANG_00185,genuine,True,True,1,genuine,0.953815221786499
trial_004914,F_26,CMPL_F_26_14MAB_00029,F_22,CMPL_F_22_06ALX_00026,impostor,False,True,0,impostor,0.933484673500061
trial_004915,M_31,CMPL_M_31_11MAB_00120,M_31,CMPL_M_31_11MAB_00027,genuine,True,True,1,genuine,0.8927282691001892
trial_004916,M_35,CMPL_M_35_15ALX_00068,M_35,CMPL_M_35_05MAB_00019,genuine,True,True,1,genuine,0.9606608152389526
trial_004917,F_02,CMPL_F_02_02MAB_00241,F_02,CMPL_F_02_02MAB_00188,genuine,True,True,1,genuine,0.9650413393974304
trial_004918,F_01,CMPL_F_01_12MAB_00651,F_01,CMPL_F_01_06MAB_00184,genuine,True,True,1,genuine,0.93959641456604
trial_004919,F_06,CMPL_F_06_13MAB_00049,F_06,CMPL_F_06_13MAB_00002,genuine,True,True,1,genuine,0.9767264127731323
trial_004920,M_14,CMPL_M_14_06ANG_00222,M_14,CMPL_M_14_06ANG_00048,genuine,True,True,1,genuine,0.9522169232368469
trial_004921,M_35,CMPL_M_35_15ALX_00068,M_14,CMPL_M_14_06ANG_00152,impostor,False,True,0,impostor,0.9009109735488892
trial_004922,F_01,CMPL_F_01_12MAB_00651,F_06,CMPL_F_06_13MAB_00132,impostor,False,True,0,impostor,0.9212381839752197
trial_004923,F_30,CMPL_F_30_04CAR_00018,F_05,CMPL_F_05_01CAR_00099,impostor,False,True,0,impostor,0.9467945694923401
trial_004924,M_10,CMPL_M_10_09ANG_00243,M_05,CMPL_M_05_05ANG_00275,impostor,False,True,0,impostor,0.860389232635498
trial_004925,M_10,CMPL_M_10_09ANG_00243,M_29,CMPL_M_29_12ALX_00054,impostor,False,True,0,impostor,0.8747788667678833
trial_004926,F_19,CMPL_F_19_08CAR_00045,F_19,CMPL_F_19_08CAR_00001,genuine,True,True,1,genuine,0.9769909381866455
trial_004927,M_10,CMPL_M_10_09ANG_00243,M_23,CMPL_M_23_01ALX_00143,impostor,False,True,0,impostor,0.862967312335968
trial_004928,F_03,CMPL_F_03_09MAB_00142,F_03,CMPL_F_03_09MAB_00014,genuine,True,True,1,genuine,0.9319002032279968
trial_004929,M_50,CMPL_M_50_14MAB_00026,M_50,CMPL_M_50_14MAB_00001,genuine,True,True,1,genuine,0.9473521113395691
trial_004930,M_25,CMPL_M_25_06ANG_00125,M_08,CMPL_M_08_14ANG_00334,impostor,False,True,0,impostor,0.9106033444404602
trial_004931,F_11,CMPL_F_11_06ANG_00030,F_11,CMPL_F_11_06ANG_00022,genuine,True,True,1,genuine,0.9626579880714417
trial_004932,M_07,CMPL_M_07_01MAB_00315,M_07,CMPL_M_07_07MAB_00400,genuine,True,True,1,genuine,0.9564868211746216
trial_004933,M_04,CMPL_M_04_02ANG_00433,M_04,CMPL_M_04_02ALX_00081,genuine,True,True,1,genuine,0.9223803877830505
trial_004934,M_10,CMPL_M_10_09ANG_00243,M_10,CMPL_M_10_09ANG_00064,genuine,True,True,1,genuine,0.9109145402908325
trial_004935,F_03,CMPL_F_03_09MAB_00142,F_03,CMPL_F_03_09MAB_00308,genuine,True,True,1,genuine,0.9793680310249329
trial_004936,F_04,CMPL_F_04_12ANG_00215,F_04,CMPL_F_04_12ANG_00220,genuine,True,True,1,genuine,0.9408555030822754
trial_004937,M_45,CMPL_M_45_13MAB_00024,M_43,CMPL_M_43_14MAB_00015,impostor,False,True,0,impostor,0.8384689092636108
trial_004938,F_04,CMPL_F_04_12ANG_00215,F_02,CMPL_F_02_02MAB_00260,impostor,False,True,0,impostor,0.9183031916618347
trial_004939,M_02,CMPL_M_02_03ANG_00022,M_02,CMPL_M_02_13ANG_00884,genuine,True,True,1,genuine,0.9232058525085449
trial_004940,M_28,CMPL_M_28_12ANG_00055,M_28,CMPL_M_28_12ANG_00075,genuine,True,True,1,genuine,0.9682788848876953
trial_004941,M_11,CMPL_M_11_07ANG_00036,M_24,CMPL_M_24_10MAB_00107,impostor,False,True,0,impostor,0.8686777353286743
trial_004942,F_18,CMPL_F_18_06MAB_00027,F_18,CMPL_F_18_06MAB_00070,genuine,True,True,1,genuine,0.9522915482521057
trial_004943,M_16,CMPL_M_16_03ALX_00105,M_04,CMPL_M_04_02ANG_00261,impostor,False,True,0,impostor,0.901900053024292
trial_004944,M_01,CMPL_M_01_13ANG_01532,M_01,CMPL_M_01_14ALX_01625,genuine,True,True,1,genuine,0.9139679670333862
trial_004945,F_22,CMPL_F_22_06ALX_00053,F_22,CMPL_F_22_06ALX_00018,genuine,True,True,1,genuine,0.9622922539710999
trial_004946,M_02,CMPL_M_02_03ANG_00022,M_02,CMPL_M_02_13ANG_00927,genuine,True,True,1,genuine,0.8994640111923218
trial_004947,M_01,CMPL_M_01_13ANG_01532,M_01,CMPL_M_01_04ANG_00571,genuine,True,True,1,genuine,0.9476147294044495
trial_004948,M_29,CMPL_M_29_12ALX_00011,M_29,CMPL_M_29_12ALX_00117,genuine,True,True,1,genuine,0.9153445363044739
trial_004949,F_11,CMPL_F_11_06ANG_00030,F_02,CMPL_F_02_02MAB_00092,impostor,False,True,0,impostor,0.94256591796875
trial_004950,M_21,CMPL_M_21_11MAB_00178,M_21,CMPL_M_21_11MAB_00033,genuine,True,True,1,genuine,0.9632611274719238
trial_004951,M_07,CMPL_M_07_01MAB_00315,M_07,CMPL_M_07_01ANG_00176,genuine,True,True,1,genuine,0.9128435850143433
trial_004952,F_02,CMPL_F_02_02MAB_00241,F_02,CMPL_F_02_02MAB_00101,genuine,True,True,1,genuine,0.9661561250686646
trial_004953,M_06,CMPL_M_06_11ANG_00272,M_46,CMPL_M_46_04MAB_00018,impostor,False,True,0,impostor,0.9257761240005493
trial_004954,F_29,CMPL_F_29_06CAR_00012,F_04,CMPL_F_04_12ANG_00209,impostor,False,True,0,impostor,0.8641176223754883
trial_004955,F_05,CMPL_F_05_01CAR_00021,F_05,CMPL_F_05_01CAR_00093,genuine,True,True,1,genuine,0.9539667963981628
trial_004956,F_32,CMPL_F_32_11ANG_00011,F_12,CMPL_F_12_06CAR_00046,impostor,False,True,0,impostor,0.8975452184677124
trial_004957,M_06,CMPL_M_06_11ANG_00272,M_06,CMPL_M_06_11ANG_00372,genuine,True,True,1,genuine,0.938870370388031
trial_004958,F_05,CMPL_F_05_01CAR_00021,F_05,CMPL_F_05_01CAR_00048,genuine,True,True,1,genuine,0.9449985027313232
trial_004959,M_01,CMPL_M_01_13ANG_01532,M_01,CMPL_M_01_14ALX_01699,genuine,True,True,1,genuine,0.9164390563964844
trial_004960,M_16,CMPL_M_16_03ALX_00105,M_34,CMPL_M_34_09ALX_00087,impostor,False,True,0,impostor,0.89455246925354
trial_004961,F_05,CMPL_F_05_01CAR_00021,F_05,CMPL_F_05_01CAR_00016,genuine,True,True,1,genuine,0.9821622371673584
trial_004962,F_13,CMPL_F_13_11ANG_00086,F_13,CMPL_F_13_11ANG_00091,genuine,True,True,1,genuine,0.9554271101951599
trial_004963,F_04,CMPL_F_04_12ANG_00215,F_04,CMPL_F_04_12ANG_00020,genuine,True,True,1,genuine,0.9346965551376343
trial_004964,M_01,CMPL_M_01_13ANG_01532,M_01,CMPL_M_01_13ANG_01378,genuine,True,True,1,genuine,0.9553631544113159
trial_004965,F_09,CMPL_F_09_06ANG_00100,F_10,CMPL_F_10_13ALX_00011,impostor,False,True,0,impostor,0.9363229274749756
trial_004966,F_29,CMPL_F_29_06CAR_00012,F_03,CMPL_F_03_09MAB_00250,impostor,False,True,0,impostor,0.904806911945343
trial_004967,F_19,CMPL_F_19_08CAR_00045,F_19,CMPL_F_19_08CAR_00043,genuine,True,True,1,genuine,0.9745427370071411
trial_004968,M_33,CMPL_M_33_09ANG_00068,M_20,CMPL_M_20_08ALX_00071,impostor,False,True,0,impostor,0.8861327171325684
trial_004969,M_45,CMPL_M_45_13MAB_00024,M_15,CMPL_M_15_08ANG_00010,impostor,False,True,0,impostor,0.8787227272987366
trial_004970,F_22,CMPL_F_22_06ALX_00053,F_17,CMPL_F_17_08CAR_00064,impostor,False,True,0,impostor,0.9145137071609497
trial_004971,M_31,CMPL_M_31_11MAB_00120,M_21,CMPL_M_21_11MAB_00002,impostor,False,True,0,impostor,0.894293487071991
trial_004972,M_02,CMPL_M_02_03ANG_00022,M_02,CMPL_M_02_04ANG_00286,genuine,True,True,1,genuine,0.9036692380905151
trial_004973,F_23,CMPL_F_23_02CAR_00050,F_12,CMPL_F_12_06CAR_00061,impostor,False,True,0,impostor,0.9278604984283447
trial_004974,M_10,CMPL_M_10_09ANG_00243,M_10,CMPL_M_10_09ANG_00314,genuine,True,True,1,genuine,0.9460265636444092
trial_004975,F_13,CMPL_F_13_11ANG_00086,F_06,CMPL_F_06_13MAB_00128,impostor,False,True,0,impostor,0.8913549184799194
trial_004976,M_42,CMPL_M_42_06ALX_00060,M_42,CMPL_M_42_06ALX_00059,genuine,True,True,1,genuine,0.9299647808074951
trial_004977,M_16,CMPL_M_16_03ALX_00105,M_16,CMPL_M_16_03ALX_00100,genuine,True,True,1,genuine,0.968276858329773
trial_004978,M_14,CMPL_M_14_06ANG_00222,M_23,CMPL_M_23_01ALX_00117,impostor,False,True,0,impostor,0.9351711273193359
trial_004979,M_24,CMPL_M_24_07ANG_00018,M_17,CMPL_M_17_10MAB_00094,impostor,False,True,0,impostor,0.8474951982498169
trial_004980,M_28,CMPL_M_28_12ANG_00055,M_03,CMPL_M_03_08MAB_00836,impostor,False,True,0,impostor,0.876573383808136
trial_004981,F_12,CMPL_F_12_06CAR_00056,F_13,CMPL_F_13_11ANG_00041,impostor,False,True,0,impostor,0.9293113350868225
trial_004982,F_20,CMPL_F_20_05CAR_00066,F_03,CMPL_F_03_09MAB_00066,impostor,False,True,0,impostor,0.9135110378265381
trial_004983,M_02,CMPL_M_02_03ANG_00022,M_10,CMPL_M_10_09ANG_00108,impostor,False,True,0,impostor,0.8458776473999023
trial_004984,M_37,CMPL_M_37_14MAB_00049,M_07,CMPL_M_07_01ANG_00155,impostor,False,True,0,impostor,0.918045163154602
