trial_id,enrollment_speaker_id,enrollment_audio_id,test_speaker_id,test_audio_id,trial_type,same_speaker,same_gender,label,trial_class,ecapa_cosine_score
trial_004709,M_03,CMPL_M_03_08MAB_00709,M_03,CMPL_M_03_08MAB_00808,genuine,True,True,1,genuine,0.7768415212631226
trial_004710,M_52,CMPL_M_52_13ALX_00005,M_05,CMPL_M_05_05ANG_00306,impostor,False,True,0,impostor,0.3118189871311188
trial_004711,M_17,CMPL_M_17_07ANG_00057,M_04,CMPL_M_04_02ALX_00001,impostor,False,True,0,impostor,0.15897047519683838
trial_004712,M_24,CMPL_M_24_07ANG_00018,M_07,CMPL_M_07_01ANG_00238,impostor,False,True,0,impostor,0.02602752298116684
trial_004713,F_08,CMPL_F_08_10MAB_00093,F_08,CMPL_F_08_04ALX_00008,genuine,True,True,1,genuine,0.531370222568512
trial_004714,F_03,CMPL_F_03_09MAB_00142,F_04,CMPL_F_04_12ANG_00206,impostor,False,True,0,impostor,0.35759758949279785
trial_004715,M_28,CMPL_M_28_12ANG_00055,M_07,CMPL_M_07_01ANG_00225,impostor,False,True,0,impostor,0.12922832369804382
trial_004716,M_08,CMPL_M_08_14ANG_00112,M_08,CMPL_M_08_14ANG_00256,genuine,True,True,1,genuine,0.6632888317108154
trial_004717,M_28,CMPL_M_28_12ANG_00055,M_28,CMPL_M_28_12ANG_00038,genuine,True,True,1,genuine,0.6189056634902954
trial_004718,M_47,CMPL_M_47_03ALX_00029,M_03,CMPL_M_03_01ANG_00091,impostor,False,True,0,impostor,0.09394948184490204
trial_004719,M_22,CMPL_M_22_15ALX_00121,M_28,CMPL_M_28_12ANG_00110,impostor,False,True,0,impostor,0.15176597237586975
trial_004720,F_25,CMPL_F_25_03ANG_00011,F_25,CMPL_F_25_03ANG_00032,genuine,True,True,1,genuine,0.662590742111206
trial_004721,F_01,CMPL_F_01_12MAB_00651,F_01,CMPL_F_01_14ANG_00931,genuine,True,True,1,genuine,0.57941734790802
trial_004722,M_53,CMPL_M_53_05MAB_00004,M_08,CMPL_M_08_14ANG_00461,impostor,False,True,0,impostor,0.2075829654932022
trial_004723,F_21,CMPL_F_21_13ANG_00011,F_01,CMPL_F_01_03MAB_00083,impostor,False,True,0,impostor,-0.009987298399209976
trial_004724,F_18,CMPL_F_18_06MAB_00027,F_18,CMPL_F_18_06MAB_00075,genuine,True,True,1,genuine,0.6868352293968201
trial_004725,F_32,CMPL_F_32_11ANG_00011,F_06,CMPL_F_06_13MAB_00080,impostor,False,True,0,impostor,0.15924681723117828
trial_004726,M_03,CMPL_M_03_08MAB_00709,M_03,CMPL_M_03_01ANG_00252,genuine,True,True,1,genuine,0.3672856092453003
trial_004727,M_42,CMPL_M_42_06ALX_00060,M_01,CMPL_M_01_13ANG_01338,impostor,False,True,0,impostor,0.10415002703666687
trial_004728,M_01,CMPL_M_01_13ANG_01532,M_01,CMPL_M_01_04MAB_00822,genuine,True,True,1,genuine,0.428194522857666
trial_004729,F_07,CMPL_F_07_04ALX_00020,F_01,CMPL_F_01_09ANG_00477,impostor,False,True,0,impostor,0.03633536025881767
trial_004730,F_17,CMPL_F_17_08CAR_00071,F_17,CMPL_F_17_08CAR_00011,genuine,True,True,1,genuine,0.6441552042961121
trial_004731,M_19,CMPL_M_19_11ALX_00110,M_19,CMPL_M_19_11ALX_00013,genuine,True,True,1,genuine,0.6352609395980835
trial_004732,M_51,CMPL_M_51_14ALX_00006,M_51,CMPL_M_51_14ALX_00020,genuine,True,True,1,genuine,0.3734932541847229
trial_004733,M_03,CMPL_M_03_08MAB_00709,M_03,CMPL_M_03_01ANG_00044,genuine,True,True,1,genuine,0.5450848937034607
trial_004734,M_02,CMPL_M_02_03ANG_00022,M_02,CMPL_M_02_13ANG_00888,genuine,True,True,1,genuine,0.4956789016723633
trial_004735,F_10,CMPL_F_10_13ALX_00070,F_10,CMPL_F_10_13ALX_00018,genuine,True,True,1,genuine,0.6273044943809509
trial_004736,M_17,CMPL_M_17_07ANG_00057,M_17,CMPL_M_17_07ANG_00024,genuine,True,True,1,genuine,0.6764944791793823
trial_004737,F_08,CMPL_F_08_10MAB_00093,F_08,CMPL_F_08_10MAB_00119,genuine,True,True,1,genuine,0.7755764722824097
trial_004738,M_01,CMPL_M_01_13ANG_01532,M_01,CMPL_M_01_13ANG_01316,genuine,True,True,1,genuine,0.5507581233978271
trial_004739,M_22,CMPL_M_22_15ALX_00121,M_22,CMPL_M_22_15ALX_00124,genuine,True,True,1,genuine,0.5460424423217773
trial_004740,M_13,CMPL_M_13_12MAB_00080,M_13,CMPL_M_13_12MAB_00020,genuine,True,True,1,genuine,0.6278551816940308
trial_004741,F_18,CMPL_F_18_06MAB_00027,F_19,CMPL_F_19_08CAR_00020,impostor,False,True,0,impostor,0.20764940977096558
trial_004742,M_01,CMPL_M_01_13ANG_01532,M_01,CMPL_M_01_13ANG_01570,genuine,True,True,1,genuine,0.5969473719596863
trial_004743,M_33,CMPL_M_33_09ANG_00068,M_33,CMPL_M_33_09ANG_00016,genuine,True,True,1,genuine,0.7221020460128784
trial_004744,M_53,CMPL_M_53_05MAB_00004,M_01,CMPL_M_01_03ANG_00236,impostor,False,True,0,impostor,0.2470722794532776
trial_004745,M_47,CMPL_M_47_03ALX_00029,M_08,CMPL_M_08_14ANG_00078,impostor,False,True,0,impostor,-0.003030061721801758
trial_004746,M_18,CMPL_M_18_05ALX_00058,M_03,CMPL_M_03_08MAB_00829,impostor,False,True,0,impostor,0.20505787432193756
trial_004747,M_46,CMPL_M_46_04MAB_00011,M_41,CMPL_M_41_14MAB_00063,impostor,False,True,0,impostor,0.137462317943573
trial_004748,M_42,CMPL_M_42_06ALX_00060,M_04,CMPL_M_04_02ANG_00306,impostor,False,True,0,impostor,0.005321357399225235
trial_004749,M_45,CMPL_M_45_13MAB_00024,M_02,CMPL_M_02_03ANG_00248,impostor,False,True,0,impostor,0.3888701796531677
trial_004750,M_07,CMPL_M_07_01MAB_00315,M_34,CMPL_M_34_09ALX_00053,impostor,False,True,0,impostor,0.35621052980422974
trial_004751,M_41,CMPL_M_41_14MAB_00025,M_19,CMPL_M_19_11ALX_00090,impostor,False,True,0,impostor,0.06389499455690384
trial_004752,M_35,CMPL_M_35_15ALX_00068,M_35,CMPL_M_35_15ALX_00084,genuine,True,True,1,genuine,0.6751291155815125
trial_004753,M_48,CMPL_M_48_05ANG_00003,M_03,CMPL_M_03_01ANG_00300,impostor,False,True,0,impostor,0.35027197003364563
trial_004754,M_21,CMPL_M_21_11MAB_00178,M_21,CMPL_M_21_11MAB_00107,genuine,True,True,1,genuine,0.6988682746887207
trial_004755,M_24,CMPL_M_24_07ANG_00018,M_23,CMPL_M_23_01ALX_00084,impostor,False,True,0,impostor,0.07594265043735504
trial_004756,M_06,CMPL_M_06_11ANG_00272,M_06,CMPL_M_06_11ANG_00413,genuine,True,True,1,genuine,0.5680116415023804
trial_004757,F_02,CMPL_F_02_02MAB_00241,F_02,CMPL_F_02_02MAB_00281,genuine,True,True,1,genuine,0.692914605140686
trial_004758,M_08,CMPL_M_08_14ANG_00112,M_08,CMPL_M_08_14ANG_00088,genuine,True,True,1,genuine,0.3396126627922058
trial_004759,M_30,CMPL_M_30_10ALX_00103,M_30,CMPL_M_30_08ANG_00035,genuine,True,True,1,genuine,0.30479341745376587
trial_004760,M_01,CMPL_M_01_13ANG_01532,M_01,CMPL_M_01_13ANG_01362,genuine,True,True,1,genuine,0.5431187748908997
trial_004761,M_14,CMPL_M_14_06ANG_00222,M_02,CMPL_M_02_03ANG_00185,impostor,False,True,0,impostor,0.28992778062820435
trial_004762,F_29,CMPL_F_29_06CAR_00012,F_30,CMPL_F_30_04CAR_00015,impostor,False,True,0,impostor,0.24787892401218414
trial_004763,M_31,CMPL_M_31_11MAB_00120,M_31,CMPL_M_31_11MAB_00110,genuine,True,True,1,genuine,0.7662721872329712
trial_004764,M_09,CMPL_M_09_09ALX_00358,M_09,CMPL_M_09_09MAB_00442,genuine,True,True,1,genuine,0.36339861154556274
trial_004765,F_02,CMPL_F_02_02MAB_00241,F_02,CMPL_F_02_02MAB_00401,genuine,True,True,1,genuine,0.5759387016296387
trial_004766,M_45,CMPL_M_45_13MAB_00024,M_29,CMPL_M_29_12ALX_00032,impostor,False,True,0,impostor,0.4467277526855469
trial_004767,F_01,CMPL_F_01_12MAB_00651,F_01,CMPL_F_01_09ANG_00443,genuine,True,True,1,genuine,0.39845943450927734
trial_004768,M_24,CMPL_M_24_07ANG_00018,M_14,CMPL_M_14_06ANG_00183,impostor,False,True,0,impostor,0.2747325003147125
trial_004769,M_10,CMPL_M_10_09ANG_00243,M_10,CMPL_M_10_09ANG_00357,genuine,True,True,1,genuine,0.6420511603355408
trial_004770,M_25,CMPL_M_25_06ANG_00125,M_25,CMPL_M_25_06ANG_00131,genuine,True,True,1,genuine,0.4726948142051697
trial_004771,M_09,CMPL_M_09_09ALX_00358,M_09,CMPL_M_09_09MAB_00421,genuine,True,True,1,genuine,0.5285540223121643
trial_004772,M_06,CMPL_M_06_11ANG_00272,M_06,CMPL_M_06_11ANG_00273,genuine,True,True,1,genuine,0.44280168414115906
trial_004773,M_19,CMPL_M_19_11ALX_00110,M_02,CMPL_M_02_13ANG_00965,impostor,False,True,0,impostor,0.2062700092792511
trial_004774,M_41,CMPL_M_41_14MAB_00025,M_45,CMPL_M_45_13MAB_00026,impostor,False,True,0,impostor,0.1357536017894745
trial_004775,M_38,CMPL_M_38_05ANG_00009,M_06,CMPL_M_06_11ANG_00387,impostor,False,True,0,impostor,0.06520366668701172
trial_004776,M_01,CMPL_M_01_13ANG_01532,M_01,CMPL_M_01_04ANG_00773,genuine,True,True,1,genuine,0.39714306592941284
trial_004777,M_02,CMPL_M_02_03ANG_00022,M_02,CMPL_M_02_03ANG_00258,genuine,True,True,1,genuine,0.5752787590026855
trial_004778,M_27,CMPL_M_27_05MAB_00052,M_03,CMPL_M_03_07MAB_00390,impostor,False,True,0,impostor,0.2165364921092987
trial_004779,F_13,CMPL_F_13_11ANG_00086,F_13,CMPL_F_13_11ANG_00005,genuine,True,True,1,genuine,0.4473053812980652
trial_004780,M_33,CMPL_M_33_09ANG_00068,M_13,CMPL_M_13_12MAB_00170,impostor,False,True,0,impostor,0.10658666491508484
trial_004781,M_01,CMPL_M_01_13ANG_01532,M_01,CMPL_M_01_03ANG_00288,genuine,True,True,1,genuine,0.36709463596343994
trial_004782,M_08,CMPL_M_08_14ANG_00112,M_04,CMPL_M_04_02ANG_00597,impostor,False,True,0,impostor,0.08110666275024414
trial_004783,M_06,CMPL_M_06_11ANG_00272,M_06,CMPL_M_06_11ANG_00198,genuine,True,True,1,genuine,0.5419517159461975
trial_004784,M_02,CMPL_M_02_03ANG_00022,M_08,CMPL_M_08_14ANG_00336,impostor,False,True,0,impostor,0.09246611595153809
trial_004785,M_37,CMPL_M_37_14MAB_00049,M_10,CMPL_M_10_09ANG_00036,impostor,False,True,0,impostor,0.380885511636734
trial_004786,M_15,CMPL_M_15_08ANG_00211,M_15,CMPL_M_15_10ALX_00241,genuine,True,True,1,genuine,0.5885404348373413
trial_004787,M_17,CMPL_M_17_07ANG_00057,M_17,CMPL_M_17_10MAB_00116,genuine,True,True,1,genuine,0.5193806886672974
trial_004788,F_15,CMPL_F_15_06ANG_00085,F_02,CMPL_F_02_02MAB_00330,impostor,False,True,0,impostor,0.15971654653549194
trial_004789,M_30,CMPL_M_30_10ALX_00103,M_04,CMPL_M_04_02ANG_00491,impostor,False,True,0,impostor,0.12601859867572784
trial_004790,M_36,CMPL_M_36_04MAB_00006,M_36,CMPL_M_36_04MAB_00031,genuine,True,True,1,genuine,0.6504926681518555
trial_004791,M_01,CMPL_M_01_13ANG_01532,M_01,CMPL_M_01_10ANG_01078,genuine,True,True,1,genuine,0.278146356344223
trial_004792,F_12,CMPL_F_12_06CAR_00056,F_12,CMPL_F_12_06CAR_00036,genuine,True,True,1,genuine,0.8063902258872986
trial_004793,F_07,CMPL_F_07_04ALX_00020,F_07,CMPL_F_07_04ALX_00029,genuine,True,True,1,genuine,0.6525678634643555
trial_004794,M_03,CMPL_M_03_08MAB_00709,M_03,CMPL_M_03_08MAB_00691,genuine,True,True,1,genuine,0.8721179366111755
trial_004795,M_09,CMPL_M_09_09ALX_00358,M_09,CMPL_M_09_08MAB_00248,genuine,True,True,1,genuine,0.3190055191516876
trial_004796,F_06,CMPL_F_06_13MAB_00049,F_06,CMPL_F_06_13MAB_00004,genuine,True,True,1,genuine,0.798071026802063
trial_004797,M_29,CMPL_M_29_12ALX_00011,M_02,CMPL_M_02_03ANG_00031,impostor,False,True,0,impostor,0.24732428789138794
trial_004798,M_17,CMPL_M_17_07ANG_00057,M_13,CMPL_M_13_12MAB_00163,impostor,False,True,0,impostor,0.038945771753787994
trial_004799,F_17,CMPL_F_17_08CAR_00071,F_25,CMPL_F_25_03ANG_00016,impostor,False,True,0,impostor,0.05127695947885513
trial_004800,M_07,CMPL_M_07_01MAB_00315,M_41,CMPL_M_41_14MAB_00065,impostor,False,True,0,impostor,0.25521120429039
trial_004801,M_01,CMPL_M_01_13ANG_01532,M_01,CMPL_M_01_14ALX_01604,genuine,True,True,1,genuine,0.3056347370147705
trial_004802,M_34,CMPL_M_34_09ALX_00048,M_28,CMPL_M_28_12ANG_00118,impostor,False,True,0,impostor,-0.0013272142969071865
trial_004803,M_36,CMPL_M_36_04MAB_00006,M_12,CMPL_M_12_10ALX_00271,impostor,False,True,0,impostor,0.18535718321800232
trial_004804,F_11,CMPL_F_11_06ANG_00030,F_11,CMPL_F_11_06ANG_00024,genuine,True,True,1,genuine,0.6157661080360413
trial_004805,M_52,CMPL_M_52_13ALX_00005,M_01,CMPL_M_01_13ANG_01249,impostor,False,True,0,impostor,0.1451297402381897
trial_004806,M_14,CMPL_M_14_06ANG_00222,M_01,CMPL_M_01_13ANG_01253,impostor,False,True,0,impostor,0.03253515809774399
trial_004807,M_20,CMPL_M_20_08ALX_00016,M_20,CMPL_M_20_08ALX_00090,genuine,True,True,1,genuine,0.6281819343566895
trial_004808,M_28,CMPL_M_28_12ANG_00055,M_28,CMPL_M_28_12ANG_00120,genuine,True,True,1,genuine,0.7453854084014893
trial_004809,M_04,CMPL_M_04_02ANG_00433,M_04,CMPL_M_04_02ALX_00053,genuine,True,True,1,genuine,0.5724178552627563
trial_004810,M_42,CMPL_M_42_06ALX_00060,M_07,CMPL_M_07_07MAB_00457,impostor,False,True,0,impostor,0.18413957953453064
trial_004811,M_52,CMPL_M_52_13ALX_00005,M_10,CMPL_M_10_09ANG_00353,impostor,False,True,0,impostor,0.2690292000770569
trial_004812,M_08,CMPL_M_08_14ANG_00112,M_08,CMPL_M_08_14ANG_00148,genuine,True,True,1,genuine,0.687594473361969
trial_004813,M_27,CMPL_M_27_05MAB_00052,M_04,CMPL_M_04_02ALX_00022,impostor,False,True,0,impostor,0.151039719581604
trial_004814,M_23,CMPL_M_23_01ALX_00103,M_23,CMPL_M_23_01ALX_00029,genuine,True,True,1,genuine,0.7982786893844604
trial_004815,M_21,CMPL_M_21_11MAB_00178,M_21,CMPL_M_21_11MAB_00156,genuine,True,True,1,genuine,0.6213864088058472
trial_004816,F_01,CMPL_F_01_12MAB_00651,F_01,CMPL_F_01_12ANG_00603,genuine,True,True,1,genuine,0.5348860025405884
trial_004817,F_18,CMPL_F_18_06MAB_00027,F_18,CMPL_F_18_06MAB_00023,genuine,True,True,1,genuine,0.8291982412338257
trial_004818,F_34,CMPL_F_34_12ALX_00013,F_01,CMPL_F_01_09ANG_00456,impostor,False,True,0,impostor,0.11011084914207458
trial_004819,M_01,CMPL_M_01_13ANG_01532,M_01,CMPL_M_01_03ANG_00022,genuine,True,True,1,genuine,0.5481297969818115
trial_004820,M_36,CMPL_M_36_04MAB_00006,M_36,CMPL_M_36_04MAB_00001,genuine,True,True,1,genuine,0.6778258085250854
trial_004821,M_02,CMPL_M_02_03ANG_00022,M_02,CMPL_M_02_03ANG_00083,genuine,True,True,1,genuine,0.6489791870117188
trial_004822,M_51,CMPL_M_51_14ALX_00006,M_51,CMPL_M_51_14ALX_00007,genuine,True,True,1,genuine,0.6762151122093201
trial_004823,M_32,CMPL_M_32_03MAB_00021,M_08,CMPL_M_08_14ANG_00385,impostor,False,True,0,impostor,0.18345656991004944
trial_004824,M_07,CMPL_M_07_01MAB_00315,M_07,CMPL_M_07_07MAB_00372,genuine,True,True,1,genuine,0.5055451393127441
trial_004825,M_29,CMPL_M_29_12ALX_00011,M_01,CMPL_M_01_14ALX_01611,impostor,False,True,0,impostor,-0.07237367331981659
trial_004826,M_07,CMPL_M_07_01MAB_00315,M_07,CMPL_M_07_01ANG_00218,genuine,True,True,1,genuine,0.4060550332069397
trial_004827,F_02,CMPL_F_02_02MAB_00241,F_02,CMPL_F_02_02MAB_00337,genuine,True,True,1,genuine,0.5144830346107483
trial_004828,M_31,CMPL_M_31_11MAB_00120,M_31,CMPL_M_31_11MAB_00046,genuine,True,True,1,genuine,0.7741910219192505
trial_004829,M_17,CMPL_M_17_07ANG_00057,M_01,CMPL_M_01_14ALX_01735,impostor,False,True,0,impostor,0.12107411026954651
trial_004830,M_44,CMPL_M_44_14MAB_00035,M_12,CMPL_M_12_08ANG_00167,impostor,False,True,0,impostor,0.24264931678771973
trial_004831,M_22,CMPL_M_22_15ALX_00121,M_08,CMPL_M_08_14ANG_00464,impostor,False,True,0,impostor,0.20456141233444214
trial_004832,F_29,CMPL_F_29_06CAR_00012,F_03,CMPL_F_03_09MAB_00051,impostor,False,True,0,impostor,0.36671754717826843
trial_004833,F_34,CMPL_F_34_12ALX_00013,F_10,CMPL_F_10_13ALX_00039,impostor,False,True,0,impostor,0.18122336268424988
trial_004834,M_06,CMPL_M_06_11ANG_00272,M_06,CMPL_M_06_11ANG_00387,genuine,True,True,1,genuine,0.484890878200531
trial_004835,M_09,CMPL_M_09_09ALX_00358,M_23,CMPL_M_23_01ALX_00097,impostor,False,True,0,impostor,0.35701435804367065
trial_004836,F_06,CMPL_F_06_13MAB_00049,F_06,CMPL_F_06_13MAB_00138,genuine,True,True,1,genuine,0.7550169229507446
trial_004837,M_51,CMPL_M_51_14ALX_00006,M_33,CMPL_M_33_09ANG_00004,impostor,False,True,0,impostor,0.08675462007522583
trial_004838,M_25,CMPL_M_25_06ANG_00125,M_16,CMPL_M_16_04MAB_00226,impostor,False,True,0,impostor,0.19271278381347656
trial_004839,M_04,CMPL_M_04_02ANG_00433,M_03,CMPL_M_03_01MAB_00383,impostor,False,True,0,impostor,0.27077627182006836
trial_004840,F_10,CMPL_F_10_13ALX_00070,F_02,CMPL_F_02_02MAB_00235,impostor,False,True,0,impostor,0.28675422072410583
trial_004841,M_01,CMPL_M_01_13ANG_01532,M_01,CMPL_M_01_04ANG_00473,genuine,True,True,1,genuine,0.44814735651016235
trial_004842,F_03,CMPL_F_03_09MAB_00142,F_03,CMPL_F_03_09MAB_00331,genuine,True,True,1,genuine,0.7469321489334106
trial_004843,M_33,CMPL_M_33_09ANG_00068,M_03,CMPL_M_03_08MAB_00726,impostor,False,True,0,impostor,0.2985040247440338
trial_004844,M_21,CMPL_M_21_11MAB_00178,M_07,CMPL_M_07_01ANG_00083,impostor,False,True,0,impostor,0.22289873659610748
trial_004845,M_15,CMPL_M_15_08ANG_00211,M_16,CMPL_M_16_04MAB_00187,impostor,False,True,0,impostor,0.12901757657527924
trial_004846,F_22,CMPL_F_22_06ALX_00053,F_22,CMPL_F_22_06ALX_00057,genuine,True,True,1,genuine,0.6080960035324097
trial_004847,M_15,CMPL_M_15_08ANG_00211,M_15,CMPL_M_15_08ANG_00023,genuine,True,True,1,genuine,0.6068832874298096
trial_004848,M_24,CMPL_M_24_07ANG_00018,M_01,CMPL_M_01_04ANG_00572,impostor,False,True,0,impostor,0.33291134238243103
trial_004849,F_06,CMPL_F_06_13MAB_00049,F_22,CMPL_F_22_06ALX_00001,impostor,False,True,0,impostor,0.17515873908996582
trial_004850,F_34,CMPL_F_34_12ALX_00013,F_21,CMPL_F_21_13ANG_00023,impostor,False,True,0,impostor,0.2024347186088562
trial_004851,M_39,CMPL_M_39_06MAB_00047,M_39,CMPL_M_39_06MAB_00051,genuine,True,True,1,genuine,0.7257131934165955
trial_004852,M_08,CMPL_M_08_14ANG_00112,M_08,CMPL_M_08_14ANG_00135,genuine,True,True,1,genuine,0.7483288049697876
trial_004853,M_20,CMPL_M_20_08ALX_00016,M_20,CMPL_M_20_08ALX_00034,genuine,True,True,1,genuine,0.6179401278495789
trial_004854,F_23,CMPL_F_23_02CAR_00050,F_14,CMPL_F_14_06MAB_00066,impostor,False,True,0,impostor,0.2401866763830185
trial_004855,M_31,CMPL_M_31_11MAB_00120,M_31,CMPL_M_31_11MAB_00052,genuine,True,True,1,genuine,0.6978808641433716
trial_004856,F_09,CMPL_F_09_06ANG_00100,F_09,CMPL_F_09_06ANG_00008,genuine,True,True,1,genuine,0.527487576007843
trial_004857,F_02,CMPL_F_02_02MAB_00241,F_02,CMPL_F_02_02MAB_00318,genuine,True,True,1,genuine,0.4942713975906372
trial_004858,M_16,CMPL_M_16_03ALX_00105,M_16,CMPL_M_16_04MAB_00166,genuine,True,True,1,genuine,0.6360450387001038
trial_004859,M_05,CMPL_M_05_05ANG_00380,M_05,CMPL_M_05_05ANG_00302,genuine,True,True,1,genuine,0.5857263803482056
trial_004860,F_16,CMPL_F_16_03MAB_00082,F_02,CMPL_F_02_02MAB_00346,impostor,False,True,0,impostor,0.16408531367778778
trial_004861,M_15,CMPL_M_15_08ANG_00211,M_15,CMPL_M_15_08ANG_00008,genuine,True,True,1,genuine,0.574703574180603
trial_004862,F_26,CMPL_F_26_14MAB_00029,F_02,CMPL_F_02_02MAB_00332,impostor,False,True,0,impostor,0.28740477561950684
trial_004863,F_25,CMPL_F_25_03ANG_00011,F_18,CMPL_F_18_06MAB_00063,impostor,False,True,0,impostor,0.12371573597192764
trial_004864,F_15,CMPL_F_15_06ANG_00085,F_03,CMPL_F_03_09MAB_00056,impostor,False,True,0,impostor,0.2780466675758362
trial_004865,M_37,CMPL_M_37_14MAB_00049,M_37,CMPL_M_37_14MAB_00034,genuine,True,True,1,genuine,0.8159485459327698
trial_004866,M_13,CMPL_M_13_12MAB_00080,M_32,CMPL_M_32_03MAB_00030,impostor,False,True,0,impostor,0.1408805400133133
trial_004867,M_11,CMPL_M_11_07ANG_00036,M_11,CMPL_M_11_07ANG_00288,genuine,True,True,1,genuine,0.4962483048439026
trial_004868,M_49,CMPL_M_49_07ALX_00007,M_31,CMPL_M_31_11MAB_00064,impostor,False,True,0,impostor,0.3438618779182434
trial_004869,M_26,CMPL_M_26_03ALX_00015,M_13,CMPL_M_13_12MAB_00269,impostor,False,True,0,impostor,0.07743722945451736
trial_004870,M_07,CMPL_M_07_01MAB_00315,M_17,CMPL_M_17_10MAB_00135,impostor,False,True,0,impostor,-0.027378909289836884
trial_004871,F_07,CMPL_F_07_04ALX_00020,F_07,CMPL_F_07_10MAB_00096,genuine,True,True,1,genuine,0.5127605199813843
trial_004872,M_12,CMPL_M_12_08ANG_00113,M_12,CMPL_M_12_10ALX_00265,genuine,True,True,1,genuine,0.5111500024795532
trial_004873,F_12,CMPL_F_12_06CAR_00056,F_12,CMPL_F_12_06CAR_00064,genuine,True,True,1,genuine,0.815301775932312
trial_004874,M_34,CMPL_M_34_09ALX_00048,M_34,CMPL_M_34_09ALX_00095,genuine,True,True,1,genuine,0.5256038904190063
trial_004875,M_36,CMPL_M_36_04MAB_00006,M_36,CMPL_M_36_04MAB_00047,genuine,True,True,1,genuine,0.6362789869308472
trial_004876,M_01,CMPL_M_01_13ANG_01532,M_01,CMPL_M_01_10ANG_01136,genuine,True,True,1,genuine,0.4242275655269623
trial_004877,M_14,CMPL_M_14_06ANG_00222,M_14,CMPL_M_14_06ANG_00150,genuine,True,True,1,genuine,0.48607584834098816
trial_004878,M_02,CMPL_M_02_03ANG_00022,M_02,CMPL_M_02_10ANG_00682,genuine,True,True,1,genuine,0.39828988909721375
trial_004879,M_10,CMPL_M_10_09ANG_00243,M_10,CMPL_M_10_09ANG_00049,genuine,True,True,1,genuine,0.533578634262085
trial_004880,M_46,CMPL_M_46_04MAB_00011,M_24,CMPL_M_24_04ALX_00011,impostor,False,True,0,impostor,0.14385199546813965
trial_004881,F_23,CMPL_F_23_02CAR_00050,F_16,CMPL_F_16_03MAB_00010,impostor,False,True,0,impostor,0.25406068563461304
trial_004882,F_02,CMPL_F_02_02MAB_00241,F_02,CMPL_F_02_02MAB_00355,genuine,True,True,1,genuine,0.7227529287338257
trial_004883,M_22,CMPL_M_22_15ALX_00121,M_07,CMPL_M_07_01ANG_00200,impostor,False,True,0,impostor,0.03958376124501228
trial_004884,F_16,CMPL_F_16_03MAB_00082,F_09,CMPL_F_09_06ANG_00097,impostor,False,True,0,impostor,0.1291058510541916
trial_004885,M_01,CMPL_M_01_13ANG_01532,M_01,CMPL_M_01_03ANG_00289,genuine,True,True,1,genuine,0.3430726230144501
trial_004886,M_21,CMPL_M_21_11MAB_00178,M_01,CMPL_M_01_13ANG_01403,impostor,False,True,0,impostor,0.029447488486766815
trial_004887,M_11,CMPL_M_11_07ANG_00036,M_11,CMPL_M_11_07ANG_00055,genuine,True,True,1,genuine,0.4189578592777252
trial_004888,F_02,CMPL_F_02_02MAB_00241,F_02,CMPL_F_02_02MAB_00098,genuine,True,True,1,genuine,0.7047790884971619
trial_004889,M_20,CMPL_M_20_08ALX_00016,M_20,CMPL_M_20_08ALX_00137,genuine,True,True,1,genuine,0.5443930625915527
trial_004890,M_52,CMPL_M_52_13ALX_00005,M_08,CMPL_M_08_14ANG_00281,impostor,False,True,0,impostor,0.32657724618911743
trial_004891,M_21,CMPL_M_21_11MAB_00178,M_21,CMPL_M_21_11MAB_00131,genuine,True,True,1,genuine,0.5364418029785156
trial_004892,M_53,CMPL_M_53_05MAB_00004,M_09,CMPL_M_09_09MAB_00375,impostor,False,True,0,impostor,0.15764042735099792
trial_004893,M_03,CMPL_M_03_08MAB_00709,M_03,CMPL_M_03_07MAB_00577,genuine,True,True,1,genuine,0.6400164365768433
trial_004894,M_02,CMPL_M_02_03ANG_00022,M_02,CMPL_M_02_03ANG_00032,genuine,True,True,1,genuine,0.7029935121536255
trial_004895,F_12,CMPL_F_12_06CAR_00056,F_24,CMPL_F_24_03CAR_00007,impostor,False,True,0,impostor,0.2813476324081421
trial_004896,M_42,CMPL_M_42_06ALX_00060,M_42,CMPL_M_42_06ALX_00034,genuine,True,True,1,genuine,0.5224935412406921
trial_004897,M_12,CMPL_M_12_08ANG_00113,M_12,CMPL_M_12_10ALX_00273,genuine,True,True,1,genuine,0.5654497146606445
trial_004898,F_15,CMPL_F_15_06ANG_00085,F_17,CMPL_F_17_08CAR_00005,impostor,False,True,0,impostor,0.0029403697699308395
trial_004899,F_16,CMPL_F_16_03MAB_00082,F_16,CMPL_F_16_03MAB_00001,genuine,True,True,1,genuine,0.5596675276756287
trial_004900,M_51,CMPL_M_51_14ALX_00006,M_03,CMPL_M_03_08MAB_00695,impostor,False,True,0,impostor,0.20768240094184875
trial_004901,M_04,CMPL_M_04_02ANG_00433,M_04,CMPL_M_04_02ANG_00432,genuine,True,True,1,genuine,0.6708943247795105
trial_004902,M_01,CMPL_M_01_13ANG_01532,M_01,CMPL_M_01_04MAB_00829,genuine,True,True,1,genuine,0.5019569396972656
trial_004903,F_17,CMPL_F_17_08CAR_00071,F_12,CMPL_F_12_06CAR_00052,impostor,False,True,0,impostor,0.17039401829242706
trial_004904,M_12,CMPL_M_12_08ANG_00113,M_12,CMPL_M_12_10ALX_00282,genuine,True,True,1,genuine,0.4261869490146637
