trial_id,enrollment_speaker_id,enrollment_audio_id,enrollment_audio_path,test_speaker_id,test_audio_id,test_audio_path,gender_enrollment,gender_test,trial_type,same_speaker,same_gender,label
trial_007111,M_10,CMPL_M_10_09ANG_00243,CMPL_M_10_09ANG_00243.flac,M_10,CMPL_M_10_09ANG_00073,CMPL_M_10_09ANG_00073.flac,male,male,genuine,True,True,1
trial_007112,F_07,CMPL_F_07_04ALX_00020,CMPL_F_07_04ALX_00020.flac,F_05,CMPL_F_05_01CAR_00036,CMPL_F_05_01CAR_00036.flac,female,female,impostor,False,True,0
trial_007113,M_03,CMPL_M_03_08MAB_00709,CMPL_M_03_08MAB_00709.flac,M_03,CMPL_M_03_08MAB_00706,CMPL_M_03_08MAB_00706.flac,male,male,genuine,True,True,1
trial_007114,M_26,CMPL_M_26_03ALX_00015,CMPL_M_26_03ALX_00015.flac,M_03,CMPL_M_03_08MAB_00581,CMPL_M_03_08MAB_00581.flac,male,male,impostor,False,True,0
trial_007115,F_13,CMPL_F_13_11ANG_00086,CMPL_F_13_11ANG_00086.flac,F_14,CMPL_F_14_06MAB_00038,CMPL_F_14_06MAB_00038.flac,female,female,impostor,False,True,0
trial_007116,F_01,CMPL_F_01_12MAB_00651,CMPL_F_01_12MAB_00651.flac,F_01,CMPL_F_01_09ANG_00425,CMPL_F_01_09ANG_00425.flac,female,female,genuine,True,True,1
trial_007117,F_01,CMPL_F_01_12MAB_00651,CMPL_F_01_12MAB_00651.flac,F_01,CMPL_F_01_05MAB_00089,CMPL_F_01_05MAB_00089.flac,female,female,genuine,True,True,1
trial_007118,M_04,CMPL_M_04_02ANG_00433,CMPL_M_04_02ANG_00433.flac,M_16,CMPL_M_16_04MAB_00171,CMPL_M_16_04MAB_00171.flac,male,male,impostor,False,True,0
trial_007119,M_33,CMPL_M_33_09ANG_00068,CMPL_M_33_09ANG_00068.flac,M_01,CMPL_M_01_03ANG_00091,CMPL_M_01_03ANG_00091.flac,male,male,impostor,False,True,0
trial_007120,M_03,CMPL_M_03_08MAB_00709,CMPL_M_03_08MAB_00709.flac,M_04,CMPL_M_04_02ALX_00155,CMPL_M_04_02ALX_00155.flac,male,male,impostor,False,True,0
trial_007121,M_21,CMPL_M_21_11MAB_00178,CMPL_M_21_11MAB_00178.flac,M_02,CMPL_M_02_03ANG_00206,CMPL_M_02_03ANG_00206.flac,male,male,impostor,False,True,0
trial_007122,M_08,CMPL_M_08_14ANG_00112,CMPL_M_08_14ANG_00112.flac,M_08,CMPL_M_08_14ANG_00117,CMPL_M_08_14ANG_00117.flac,male,male,genuine,True,True,1
trial_007123,M_27,CMPL_M_27_05MAB_00052,CMPL_M_27_05MAB_00052.flac,M_01,CMPL_M_01_04ANG_00526,CMPL_M_01_04ANG_00526.flac,male,male,impostor,False,True,0
trial_007124,F_03,CMPL_F_03_09MAB_00142,CMPL_F_03_09MAB_00142.flac,F_03,CMPL_F_03_09MAB_00263,CMPL_F_03_09MAB_00263.flac,female,female,genuine,True,True,1
trial_007125,M_02,CMPL_M_02_03ANG_00022,CMPL_M_02_03ANG_00022.flac,M_18,CMPL_M_18_05ALX_00090,CMPL_M_18_05ALX_00090.flac,male,male,impostor,False,True,0
trial_007126,M_13,CMPL_M_13_12MAB_00080,CMPL_M_13_12MAB_00080.flac,M_13,CMPL_M_13_12MAB_00112,CMPL_M_13_12MAB_00112.flac,male,male,genuine,True,True,1
trial_007127,M_52,CMPL_M_52_13ALX_00005,CMPL_M_52_13ALX_00005.flac,M_25,CMPL_M_25_06ANG_00127,CMPL_M_25_06ANG_00127.flac,male,male,impostor,False,True,0
trial_007128,M_28,CMPL_M_28_12ANG_00055,CMPL_M_28_12ANG_00055.flac,M_28,CMPL_M_28_12ANG_00110,CMPL_M_28_12ANG_00110.flac,male,male,genuine,True,True,1
trial_007129,M_41,CMPL_M_41_14MAB_00025,CMPL_M_41_14MAB_00025.flac,M_41,CMPL_M_41_14MAB_00062,CMPL_M_41_14MAB_00062.flac,male,male,genuine,True,True,1
trial_007130,F_04,CMPL_F_04_12ANG_00215,CMPL_F_04_12ANG_00215.flac,F_32,CMPL_F_32_11ANG_00022,CMPL_F_32_11ANG_00022.flac,female,female,impostor,False,True,0
trial_007131,M_41,CMPL_M_41_14MAB_00025,CMPL_M_41_14MAB_00025.flac,M_01,CMPL_M_01_04ANG_00516,CMPL_M_01_04ANG_00516.flac,male,male,impostor,False,True,0
trial_007132,F_34,CMPL_F_34_12ALX_00013,CMPL_F_34_12ALX_00013.flac,F_12,CMPL_F_12_06CAR_00063,CMPL_F_12_06CAR_00063.flac,female,female,impostor,False,True,0
trial_007133,M_34,CMPL_M_34_09ALX_00048,CMPL_M_34_09ALX_00048.flac,M_07,CMPL_M_07_01ANG_00219,CMPL_M_07_01ANG_00219.flac,male,male,impostor,False,True,0
trial_007134,F_25,CMPL_F_25_03ANG_00011,CMPL_F_25_03ANG_00011.flac,F_25,CMPL_F_25_03ANG_00037,CMPL_F_25_03ANG_00037.flac,female,female,genuine,True,True,1
trial_007135,M_19,CMPL_M_19_11ALX_00110,CMPL_M_19_11ALX_00110.flac,M_01,CMPL_M_01_04ANG_00510,CMPL_M_01_04ANG_00510.flac,male,male,impostor,False,True,0
trial_007136,M_35,CMPL_M_35_15ALX_00068,CMPL_M_35_15ALX_00068.flac,M_35,CMPL_M_35_05MAB_00008,CMPL_M_35_05MAB_00008.flac,male,male,genuine,True,True,1
trial_007137,M_03,CMPL_M_03_08MAB_00709,CMPL_M_03_08MAB_00709.flac,M_03,CMPL_M_03_07MAB_00514,CMPL_M_03_07MAB_00514.flac,male,male,genuine,True,True,1
trial_007138,M_23,CMPL_M_23_01ALX_00103,CMPL_M_23_01ALX_00103.flac,M_03,CMPL_M_03_01ANG_00216,CMPL_M_03_01ANG_00216.flac,male,male,impostor,False,True,0
trial_007139,M_24,CMPL_M_24_07ANG_00018,CMPL_M_24_07ANG_00018.flac,M_24,CMPL_M_24_10MAB_00128,CMPL_M_24_10MAB_00128.flac,male,male,genuine,True,True,1
trial_007140,M_03,CMPL_M_03_08MAB_00709,CMPL_M_03_08MAB_00709.flac,M_19,CMPL_M_19_11ALX_00113,CMPL_M_19_11ALX_00113.flac,male,male,impostor,False,True,0
trial_007141,M_01,CMPL_M_01_13ANG_01532,CMPL_M_01_13ANG_01532.flac,M_01,CMPL_M_01_04ANG_00678,CMPL_M_01_04ANG_00678.flac,male,male,genuine,True,True,1
trial_007142,M_18,CMPL_M_18_05ALX_00058,CMPL_M_18_05ALX_00058.flac,M_03,CMPL_M_03_08MAB_00612,CMPL_M_03_08MAB_00612.flac,male,male,impostor,False,True,0
trial_007143,M_17,CMPL_M_17_07ANG_00057,CMPL_M_17_07ANG_00057.flac,M_17,CMPL_M_17_10MAB_00160,CMPL_M_17_10MAB_00160.flac,male,male,genuine,True,True,1
trial_007144,M_03,CMPL_M_03_08MAB_00709,CMPL_M_03_08MAB_00709.flac,M_03,CMPL_M_03_01ANG_00023,CMPL_M_03_01ANG_00023.flac,male,male,genuine,True,True,1
trial_007145,F_02,CMPL_F_02_02MAB_00241,CMPL_F_02_02MAB_00241.flac,F_02,CMPL_F_02_02MAB_00443,CMPL_F_02_02MAB_00443.flac,female,female,genuine,True,True,1
trial_007146,M_20,CMPL_M_20_08ALX_00016,CMPL_M_20_08ALX_00016.flac,M_09,CMPL_M_09_02ANG_00048,CMPL_M_09_02ANG_00048.flac,male,male,impostor,False,True,0
trial_007147,F_03,CMPL_F_03_09MAB_00142,CMPL_F_03_09MAB_00142.flac,F_03,CMPL_F_03_09MAB_00205,CMPL_F_03_09MAB_00205.flac,female,female,genuine,True,True,1
trial_007148,F_31,CMPL_F_31_04CAR_00007,CMPL_F_31_04CAR_00007.flac,F_11,CMPL_F_11_06ANG_00074,CMPL_F_11_06ANG_00074.flac,female,female,impostor,False,True,0
trial_007149,M_07,CMPL_M_07_01MAB_00315,CMPL_M_07_01MAB_00315.flac,M_07,CMPL_M_07_07MAB_00457,CMPL_M_07_07MAB_00457.flac,male,male,genuine,True,True,1
trial_007150,M_28,CMPL_M_28_12ANG_00055,CMPL_M_28_12ANG_00055.flac,M_12,CMPL_M_12_08ANG_00138,CMPL_M_12_08ANG_00138.flac,male,male,impostor,False,True,0
trial_007151,M_16,CMPL_M_16_03ALX_00105,CMPL_M_16_03ALX_00105.flac,M_16,CMPL_M_16_03ALX_00116,CMPL_M_16_03ALX_00116.flac,male,male,genuine,True,True,1
trial_007152,F_12,CMPL_F_12_06CAR_00056,CMPL_F_12_06CAR_00056.flac,F_12,CMPL_F_12_06CAR_00098,CMPL_F_12_06CAR_00098.flac,female,female,genuine,True,True,1
trial_007153,M_14,CMPL_M_14_06ANG_00222,CMPL_M_14_06ANG_00222.flac,M_14,CMPL_M_14_06ANG_00154,CMPL_M_14_06ANG_00154.flac,male,male,genuine,True,True,1
trial_007154,M_40,CMPL_M_40_08ANG_00008,CMPL_M_40_08ANG_00008.flac,M_40,CMPL_M_40_08ANG_00039,CMPL_M_40_08ANG_00039.flac,male,male,genuine,True,True,1
trial_007155,M_25,CMPL_M_25_06ANG_00125,CMPL_M_25_06ANG_00125.flac,M_27,CMPL_M_27_05MAB_00037,CMPL_M_27_05MAB_00037.flac,male,male,impostor,False,True,0
trial_007156,M_01,CMPL_M_01_13ANG_01532,CMPL_M_01_13ANG_01532.flac,M_01,CMPL_M_01_03ANG_00152,CMPL_M_01_03ANG_00152.flac,male,male,genuine,True,True,1
trial_007157,M_05,CMPL_M_05_05ANG_00380,CMPL_M_05_05ANG_00380.flac,M_05,CMPL_M_05_05ANG_00360,CMPL_M_05_05ANG_00360.flac,male,male,genuine,True,True,1
trial_007158,M_07,CMPL_M_07_01MAB_00315,CMPL_M_07_01MAB_00315.flac,M_22,CMPL_M_22_15ALX_00162,CMPL_M_22_15ALX_00162.flac,male,male,impostor,False,True,0
trial_007159,M_04,CMPL_M_04_02ANG_00433,CMPL_M_04_02ANG_00433.flac,M_05,CMPL_M_05_05ANG_00084,CMPL_M_05_05ANG_00084.flac,male,male,impostor,False,True,0
trial_007160,M_13,CMPL_M_13_12MAB_00080,CMPL_M_13_12MAB_00080.flac,M_30,CMPL_M_30_08ANG_00012,CMPL_M_30_08ANG_00012.flac,male,male,impostor,False,True,0
trial_007161,M_03,CMPL_M_03_08MAB_00709,CMPL_M_03_08MAB_00709.flac,M_03,CMPL_M_03_07MAB_00402,CMPL_M_03_07MAB_00402.flac,male,male,genuine,True,True,1
trial_007162,M_02,CMPL_M_02_03ANG_00022,CMPL_M_02_03ANG_00022.flac,M_02,CMPL_M_02_04ANG_00367,CMPL_M_02_04ANG_00367.flac,male,male,genuine,True,True,1
trial_007163,F_01,CMPL_F_01_12MAB_00651,CMPL_F_01_12MAB_00651.flac,F_01,CMPL_F_01_12ANG_00641,CMPL_F_01_12ANG_00641.flac,female,female,genuine,True,True,1
trial_007164,M_16,CMPL_M_16_03ALX_00105,CMPL_M_16_03ALX_00105.flac,M_23,CMPL_M_23_01ALX_00096,CMPL_M_23_01ALX_00096.flac,male,male,impostor,False,True,0
trial_007165,M_06,CMPL_M_06_11ANG_00272,CMPL_M_06_11ANG_00272.flac,M_31,CMPL_M_31_11MAB_00051,CMPL_M_31_11MAB_00051.flac,male,male,impostor,False,True,0
trial_007166,M_14,CMPL_M_14_06ANG_00222,CMPL_M_14_06ANG_00222.flac,M_14,CMPL_M_14_06ANG_00139,CMPL_M_14_06ANG_00139.flac,male,male,genuine,True,True,1
trial_007167,F_29,CMPL_F_29_06CAR_00012,CMPL_F_29_06CAR_00012.flac,F_07,CMPL_F_07_10MAB_00079,CMPL_F_07_10MAB_00079.flac,female,female,impostor,False,True,0
trial_007168,M_04,CMPL_M_04_02ANG_00433,CMPL_M_04_02ANG_00433.flac,M_13,CMPL_M_13_12MAB_00266,CMPL_M_13_12MAB_00266.flac,male,male,impostor,False,True,0
trial_007169,M_33,CMPL_M_33_09ANG_00068,CMPL_M_33_09ANG_00068.flac,M_33,CMPL_M_33_09ANG_00046,CMPL_M_33_09ANG_00046.flac,male,male,genuine,True,True,1
trial_007170,M_32,CMPL_M_32_03MAB_00021,CMPL_M_32_03MAB_00021.flac,M_32,CMPL_M_32_03MAB_00003,CMPL_M_32_03MAB_00003.flac,male,male,genuine,True,True,1
trial_007171,M_23,CMPL_M_23_01ALX_00103,CMPL_M_23_01ALX_00103.flac,M_04,CMPL_M_04_02ANG_00610,CMPL_M_04_02ANG_00610.flac,male,male,impostor,False,True,0
trial_007172,F_26,CMPL_F_26_14MAB_00029,CMPL_F_26_14MAB_00029.flac,F_20,CMPL_F_20_04CAR_00023,CMPL_F_20_04CAR_00023.flac,female,female,impostor,False,True,0
trial_007173,F_25,CMPL_F_25_03ANG_00011,CMPL_F_25_03ANG_00011.flac,F_25,CMPL_F_25_03ANG_00027,CMPL_F_25_03ANG_00027.flac,female,female,genuine,True,True,1
trial_007174,F_30,CMPL_F_30_04CAR_00018,CMPL_F_30_04CAR_00018.flac,F_30,CMPL_F_30_04CAR_00028,CMPL_F_30_04CAR_00028.flac,female,female,genuine,True,True,1
trial_007175,F_04,CMPL_F_04_12ANG_00215,CMPL_F_04_12ANG_00215.flac,F_04,CMPL_F_04_12ANG_00100,CMPL_F_04_12ANG_00100.flac,female,female,genuine,True,True,1
trial_007176,M_03,CMPL_M_03_08MAB_00709,CMPL_M_03_08MAB_00709.flac,M_03,CMPL_M_03_07MAB_00437,CMPL_M_03_07MAB_00437.flac,male,male,genuine,True,True,1
trial_007177,M_16,CMPL_M_16_03ALX_00105,CMPL_M_16_03ALX_00105.flac,M_17,CMPL_M_17_10MAB_00214,CMPL_M_17_10MAB_00214.flac,male,male,impostor,False,True,0
trial_007178,M_52,CMPL_M_52_13ALX_00005,CMPL_M_52_13ALX_00005.flac,M_31,CMPL_M_31_11MAB_00067,CMPL_M_31_11MAB_00067.flac,male,male,impostor,False,True,0
trial_007179,M_38,CMPL_M_38_05ANG_00009,CMPL_M_38_05ANG_00009.flac,M_38,CMPL_M_38_05ANG_00045,CMPL_M_38_05ANG_00045.flac,male,male,genuine,True,True,1
trial_007180,F_02,CMPL_F_02_02MAB_00241,CMPL_F_02_02MAB_00241.flac,F_02,CMPL_F_02_02MAB_00294,CMPL_F_02_02MAB_00294.flac,female,female,genuine,True,True,1
trial_007181,M_15,CMPL_M_15_08ANG_00211,CMPL_M_15_08ANG_00211.flac,M_15,CMPL_M_15_08ANG_00201,CMPL_M_15_08ANG_00201.flac,male,male,genuine,True,True,1
trial_007182,M_16,CMPL_M_16_03ALX_00105,CMPL_M_16_03ALX_00105.flac,M_11,CMPL_M_11_07ANG_00177,CMPL_M_11_07ANG_00177.flac,male,male,impostor,False,True,0
trial_007183,M_04,CMPL_M_04_02ANG_00433,CMPL_M_04_02ANG_00433.flac,M_01,CMPL_M_01_10ANG_01222,CMPL_M_01_10ANG_01222.flac,male,male,impostor,False,True,0
trial_007184,M_05,CMPL_M_05_05ANG_00380,CMPL_M_05_05ANG_00380.flac,M_04,CMPL_M_04_02ANG_00586,CMPL_M_04_02ANG_00586.flac,male,male,impostor,False,True,0
trial_007185,M_02,CMPL_M_02_03ANG_00022,CMPL_M_02_03ANG_00022.flac,M_02,CMPL_M_02_13ANG_00850,CMPL_M_02_13ANG_00850.flac,male,male,genuine,True,True,1
trial_007186,M_31,CMPL_M_31_11MAB_00120,CMPL_M_31_11MAB_00120.flac,M_41,CMPL_M_41_14MAB_00016,CMPL_M_41_14MAB_00016.flac,male,male,impostor,False,True,0
trial_007187,F_18,CMPL_F_18_06MAB_00027,CMPL_F_18_06MAB_00027.flac,F_05,CMPL_F_05_01CAR_00068,CMPL_F_05_01CAR_00068.flac,female,female,impostor,False,True,0
trial_007188,M_38,CMPL_M_38_05ANG_00009,CMPL_M_38_05ANG_00009.flac,M_02,CMPL_M_02_13ANG_00959,CMPL_M_02_13ANG_00959.flac,male,male,impostor,False,True,0
trial_007189,M_09,CMPL_M_09_09ALX_00358,CMPL_M_09_09ALX_00358.flac,M_03,CMPL_M_03_01ANG_00241,CMPL_M_03_01ANG_00241.flac,male,male,impostor,False,True,0
trial_007190,M_07,CMPL_M_07_01MAB_00315,CMPL_M_07_01MAB_00315.flac,M_07,CMPL_M_07_07MAB_00440,CMPL_M_07_07MAB_00440.flac,male,male,genuine,True,True,1
trial_007191,M_18,CMPL_M_18_05ALX_00058,CMPL_M_18_05ALX_00058.flac,M_20,CMPL_M_20_08ALX_00101,CMPL_M_20_08ALX_00101.flac,male,male,impostor,False,True,0
trial_007192,F_28,CMPL_F_28_13MAB_00013,CMPL_F_28_13MAB_00013.flac,F_14,CMPL_F_14_06MAB_00031,CMPL_F_14_06MAB_00031.flac,female,female,impostor,False,True,0
trial_007193,M_27,CMPL_M_27_05MAB_00052,CMPL_M_27_05MAB_00052.flac,M_27,CMPL_M_27_15ALX_00117,CMPL_M_27_15ALX_00117.flac,male,male,genuine,True,True,1
trial_007194,M_29,CMPL_M_29_12ALX_00011,CMPL_M_29_12ALX_00011.flac,M_09,CMPL_M_09_08MAB_00277,CMPL_M_09_08MAB_00277.flac,male,male,impostor,False,True,0
trial_007195,M_27,CMPL_M_27_05MAB_00052,CMPL_M_27_05MAB_00052.flac,M_05,CMPL_M_05_05ANG_00476,CMPL_M_05_05ANG_00476.flac,male,male,impostor,False,True,0
trial_007196,M_19,CMPL_M_19_11ALX_00110,CMPL_M_19_11ALX_00110.flac,M_19,CMPL_M_19_11ALX_00157,CMPL_M_19_11ALX_00157.flac,male,male,genuine,True,True,1
trial_007197,M_46,CMPL_M_46_04MAB_00011,CMPL_M_46_04MAB_00011.flac,M_45,CMPL_M_45_13MAB_00020,CMPL_M_45_13MAB_00020.flac,male,male,impostor,False,True,0
trial_007198,M_16,CMPL_M_16_03ALX_00105,CMPL_M_16_03ALX_00105.flac,M_11,CMPL_M_11_07ANG_00196,CMPL_M_11_07ANG_00196.flac,male,male,impostor,False,True,0
trial_007199,M_07,CMPL_M_07_01MAB_00315,CMPL_M_07_01MAB_00315.flac,M_02,CMPL_M_02_13ANG_00848,CMPL_M_02_13ANG_00848.flac,male,male,impostor,False,True,0
trial_007200,M_18,CMPL_M_18_05ALX_00058,CMPL_M_18_05ALX_00058.flac,M_42,CMPL_M_42_06ALX_00018,CMPL_M_42_06ALX_00018.flac,male,male,impostor,False,True,0
trial_007201,M_41,CMPL_M_41_14MAB_00025,CMPL_M_41_14MAB_00025.flac,M_41,CMPL_M_41_14MAB_00033,CMPL_M_41_14MAB_00033.flac,male,male,genuine,True,True,1
trial_007202,M_31,CMPL_M_31_11MAB_00120,CMPL_M_31_11MAB_00120.flac,M_31,CMPL_M_31_11MAB_00073,CMPL_M_31_11MAB_00073.flac,male,male,genuine,True,True,1
trial_007203,M_46,CMPL_M_46_04MAB_00011,CMPL_M_46_04MAB_00011.flac,M_27,CMPL_M_27_15ALX_00103,CMPL_M_27_15ALX_00103.flac,male,male,impostor,False,True,0
trial_007204,F_01,CMPL_F_01_12MAB_00651,CMPL_F_01_12MAB_00651.flac,F_01,CMPL_F_01_11MAB_00522,CMPL_F_01_11MAB_00522.flac,female,female,genuine,True,True,1
trial_007205,M_20,CMPL_M_20_08ALX_00016,CMPL_M_20_08ALX_00016.flac,M_20,CMPL_M_20_08ALX_00179,CMPL_M_20_08ALX_00179.flac,male,male,genuine,True,True,1
trial_007206,M_04,CMPL_M_04_02ANG_00433,CMPL_M_04_02ANG_00433.flac,M_04,CMPL_M_04_02ALX_00006,CMPL_M_04_02ALX_00006.flac,male,male,genuine,True,True,1
trial_007207,F_34,CMPL_F_34_12ALX_00013,CMPL_F_34_12ALX_00013.flac,F_01,CMPL_F_01_08ANG_00249,CMPL_F_01_08ANG_00249.flac,female,female,impostor,False,True,0
trial_007208,M_14,CMPL_M_14_06ANG_00222,CMPL_M_14_06ANG_00222.flac,M_14,CMPL_M_14_06ANG_00151,CMPL_M_14_06ANG_00151.flac,male,male,genuine,True,True,1
trial_007209,M_36,CMPL_M_36_04MAB_00006,CMPL_M_36_04MAB_00006.flac,M_28,CMPL_M_28_12ANG_00034,CMPL_M_28_12ANG_00034.flac,male,male,impostor,False,True,0
trial_007210,M_18,CMPL_M_18_05ALX_00058,CMPL_M_18_05ALX_00058.flac,M_08,CMPL_M_08_14ANG_00315,CMPL_M_08_14ANG_00315.flac,male,male,impostor,False,True,0
trial_007211,M_04,CMPL_M_04_02ANG_00433,CMPL_M_04_02ANG_00433.flac,M_27,CMPL_M_27_05MAB_00093,CMPL_M_27_05MAB_00093.flac,male,male,impostor,False,True,0
trial_007212,F_02,CMPL_F_02_02MAB_00241,CMPL_F_02_02MAB_00241.flac,F_02,CMPL_F_02_02MAB_00425,CMPL_F_02_02MAB_00425.flac,female,female,genuine,True,True,1
trial_007213,F_07,CMPL_F_07_04ALX_00020,CMPL_F_07_04ALX_00020.flac,F_07,CMPL_F_07_10MAB_00117,CMPL_F_07_10MAB_00117.flac,female,female,genuine,True,True,1
trial_007214,M_07,CMPL_M_07_01MAB_00315,CMPL_M_07_01MAB_00315.flac,M_10,CMPL_M_10_09ANG_00005,CMPL_M_10_09ANG_00005.flac,male,male,impostor,False,True,0
trial_007215,M_17,CMPL_M_17_07ANG_00057,CMPL_M_17_07ANG_00057.flac,M_13,CMPL_M_13_12MAB_00171,CMPL_M_13_12MAB_00171.flac,male,male,impostor,False,True,0
trial_007216,M_10,CMPL_M_10_09ANG_00243,CMPL_M_10_09ANG_00243.flac,M_10,CMPL_M_10_09ANG_00355,CMPL_M_10_09ANG_00355.flac,male,male,genuine,True,True,1
trial_007217,M_33,CMPL_M_33_09ANG_00068,CMPL_M_33_09ANG_00068.flac,M_27,CMPL_M_27_05MAB_00002,CMPL_M_27_05MAB_00002.flac,male,male,impostor,False,True,0
trial_007218,M_29,CMPL_M_29_12ALX_00011,CMPL_M_29_12ALX_00011.flac,M_27,CMPL_M_27_05MAB_00069,CMPL_M_27_05MAB_00069.flac,male,male,impostor,False,True,0
trial_007219,M_25,CMPL_M_25_06ANG_00125,CMPL_M_25_06ANG_00125.flac,M_25,CMPL_M_25_06ANG_00108,CMPL_M_25_06ANG_00108.flac,male,male,genuine,True,True,1
trial_007220,M_16,CMPL_M_16_03ALX_00105,CMPL_M_16_03ALX_00105.flac,M_35,CMPL_M_35_15ALX_00092,CMPL_M_35_15ALX_00092.flac,male,male,impostor,False,True,0
trial_007221,M_39,CMPL_M_39_06MAB_00047,CMPL_M_39_06MAB_00047.flac,M_07,CMPL_M_07_01ANG_00271,CMPL_M_07_01ANG_00271.flac,male,male,impostor,False,True,0
trial_007222,M_27,CMPL_M_27_05MAB_00052,CMPL_M_27_05MAB_00052.flac,M_26,CMPL_M_26_03ALX_00018,CMPL_M_26_03ALX_00018.flac,male,male,impostor,False,True,0
trial_007223,M_19,CMPL_M_19_11ALX_00110,CMPL_M_19_11ALX_00110.flac,M_19,CMPL_M_19_11ALX_00198,CMPL_M_19_11ALX_00198.flac,male,male,genuine,True,True,1
trial_007224,F_03,CMPL_F_03_09MAB_00142,CMPL_F_03_09MAB_00142.flac,F_03,CMPL_F_03_09MAB_00312,CMPL_F_03_09MAB_00312.flac,female,female,genuine,True,True,1
trial_007225,M_48,CMPL_M_48_05ANG_00003,CMPL_M_48_05ANG_00003.flac,M_10,CMPL_M_10_09ANG_00182,CMPL_M_10_09ANG_00182.flac,male,male,impostor,False,True,0
trial_007226,F_24,CMPL_F_24_03CAR_00034,CMPL_F_24_03CAR_00034.flac,F_03,CMPL_F_03_09MAB_00019,CMPL_F_03_09MAB_00019.flac,female,female,impostor,False,True,0
trial_007227,M_37,CMPL_M_37_14MAB_00049,CMPL_M_37_14MAB_00049.flac,M_03,CMPL_M_03_07MAB_00559,CMPL_M_03_07MAB_00559.flac,male,male,impostor,False,True,0
trial_007228,F_28,CMPL_F_28_13MAB_00013,CMPL_F_28_13MAB_00013.flac,F_28,CMPL_F_28_13MAB_00002,CMPL_F_28_13MAB_00002.flac,female,female,genuine,True,True,1
trial_007229,M_22,CMPL_M_22_15ALX_00121,CMPL_M_22_15ALX_00121.flac,M_20,CMPL_M_20_08ALX_00050,CMPL_M_20_08ALX_00050.flac,male,male,impostor,False,True,0
trial_007230,M_11,CMPL_M_11_07ANG_00036,CMPL_M_11_07ANG_00036.flac,M_41,CMPL_M_41_14MAB_00050,CMPL_M_41_14MAB_00050.flac,male,male,impostor,False,True,0
trial_007231,M_31,CMPL_M_31_11MAB_00120,CMPL_M_31_11MAB_00120.flac,M_17,CMPL_M_17_10MAB_00083,CMPL_M_17_10MAB_00083.flac,male,male,impostor,False,True,0
trial_007232,M_42,CMPL_M_42_06ALX_00060,CMPL_M_42_06ALX_00060.flac,M_31,CMPL_M_31_11MAB_00111,CMPL_M_31_11MAB_00111.flac,male,male,impostor,False,True,0
trial_007233,F_25,CMPL_F_25_03ANG_00011,CMPL_F_25_03ANG_00011.flac,F_25,CMPL_F_25_13ANG_00046,CMPL_F_25_13ANG_00046.flac,female,female,genuine,True,True,1
trial_007234,M_17,CMPL_M_17_07ANG_00057,CMPL_M_17_07ANG_00057.flac,M_17,CMPL_M_17_10MAB_00106,CMPL_M_17_10MAB_00106.flac,male,male,genuine,True,True,1
trial_007235,M_12,CMPL_M_12_08ANG_00113,CMPL_M_12_08ANG_00113.flac,M_03,CMPL_M_03_01ANG_00239,CMPL_M_03_01ANG_00239.flac,male,male,impostor,False,True,0
trial_007236,M_01,CMPL_M_01_13ANG_01532,CMPL_M_01_13ANG_01532.flac,M_01,CMPL_M_01_10ANG_01022,CMPL_M_01_10ANG_01022.flac,male,male,genuine,True,True,1
trial_007237,F_22,CMPL_F_22_06ALX_00053,CMPL_F_22_06ALX_00053.flac,F_01,CMPL_F_01_14ANG_00899,CMPL_F_01_14ANG_00899.flac,female,female,impostor,False,True,0
trial_007238,M_52,CMPL_M_52_13ALX_00005,CMPL_M_52_13ALX_00005.flac,M_04,CMPL_M_04_02ANG_00299,CMPL_M_04_02ANG_00299.flac,male,male,impostor,False,True,0
trial_007239,M_45,CMPL_M_45_13MAB_00024,CMPL_M_45_13MAB_00024.flac,M_17,CMPL_M_17_10MAB_00104,CMPL_M_17_10MAB_00104.flac,male,male,impostor,False,True,0
trial_007240,M_01,CMPL_M_01_13ANG_01532,CMPL_M_01_13ANG_01532.flac,M_13,CMPL_M_13_12MAB_00065,CMPL_M_13_12MAB_00065.flac,male,male,impostor,False,True,0
trial_007241,M_16,CMPL_M_16_03ALX_00105,CMPL_M_16_03ALX_00105.flac,M_16,CMPL_M_16_03ALX_00014,CMPL_M_16_03ALX_00014.flac,male,male,genuine,True,True,1
trial_007242,M_51,CMPL_M_51_14ALX_00006,CMPL_M_51_14ALX_00006.flac,M_22,CMPL_M_22_05MAB_00027,CMPL_M_22_05MAB_00027.flac,male,male,impostor,False,True,0
trial_007243,M_06,CMPL_M_06_11ANG_00272,CMPL_M_06_11ANG_00272.flac,M_06,CMPL_M_06_11ANG_00038,CMPL_M_06_11ANG_00038.flac,male,male,genuine,True,True,1
trial_007244,M_09,CMPL_M_09_09ALX_00358,CMPL_M_09_09ALX_00358.flac,M_09,CMPL_M_09_08MAB_00253,CMPL_M_09_08MAB_00253.flac,male,male,genuine,True,True,1
trial_007245,M_24,CMPL_M_24_07ANG_00018,CMPL_M_24_07ANG_00018.flac,M_04,CMPL_M_04_02ALX_00166,CMPL_M_04_02ALX_00166.flac,male,male,impostor,False,True,0
trial_007246,M_30,CMPL_M_30_10ALX_00103,CMPL_M_30_10ALX_00103.flac,M_01,CMPL_M_01_03ANG_00385,CMPL_M_01_03ANG_00385.flac,male,male,impostor,False,True,0
